domain,severity,reject_media,reject_reports,public_comment,obfuscate
toot.abuzz.social,suspend,False,False,,False
toot.acula.me,suspend,False,False,,False
toot.ale.gd,suspend,False,False,,False
toot.andr3.net,suspend,False,False,,False
toot.anotherfauxtographer.com,suspend,False,False,,False
toot.apheleia.haus,suspend,False,False,,False
toot.aquilenet.fr,suspend,False,False,,False
toot.backbord.net,suspend,False,False,,False
toot.beep.computer,suspend,False,False,,False
toot.beer,suspend,False,False,,False
toot.berlin,suspend,False,False,,False
toot.beyondbinary.ovh,suspend,False,False,,False
toot.bike,suspend,False,False,,False
toot.bldrweb.org,suspend,False,False,,False
toot.blue,suspend,False,False,,False
toot.boston,suspend,False,False,,False
toot.brsu.me,suspend,False,False,,False
toot.brz9.dev,suspend,False,False,,False
toot.cairobraga.com,suspend,False,False,,False
toot.cat,suspend,False,False,,False
toot.chalec.org,suspend,False,False,,False
toot.chez.gay,suspend,False,False,,False
toot.chifilly.co.uk,suspend,False,False,,False
toot.cho.pm,suspend,False,False,,False
toot.chx.ovh,suspend,False,False,,False
toot.cloud,suspend,False,False,,False
toot.cm-social.com,suspend,False,False,,False
toot.codatory.com,suspend,False,False,,False
toot.coinfund.app,suspend,False,False,,False
toot.coinfundit.com,suspend,False,False,,False
toot.community,suspend,False,False,,False
toot.con-centric.com.au,suspend,False,False,,False
toot.coupou.fr,suspend,False,False,,False
toot.crewing.social,suspend,False,False,,False
toot.cryolog.in,suspend,False,False,,False
toot.d.sb,suspend,False,False,,False
toot.d3fc0n.one,suspend,False,False,,False
toot.darkcooger.net,suspend,False,False,,False
toot.dddug.in,suspend,False,False,,False
toot.design,suspend,False,False,,False
toot.dianaband.info,suspend,False,False,,False
toot.dice.quest,suspend,False,False,,False
toot.diglet.ca,suspend,False,False,,False
toot.dogboy.xyz,suspend,False,False,,False
toot.drownthewitch.com,suspend,False,False,,False
toot.dubdub.space,suspend,False,False,,False
toot.dummy.cafe,suspend,False,False,,False
toot.dusepo.co.uk,suspend,False,False,,False
toot.earth,suspend,False,False,,False
toot.ebu.io,suspend,False,False,,False
toot.ecclesias.net,suspend,False,False,,False
toot.eleith.com,suspend,False,False,,False
toot.empathyintech.com,suspend,False,False,,False
toot.ericrie.se,suspend,False,False,,False
toot.eskuel.net,suspend,False,False,,False
toot.fabulousfabs.fr,suspend,False,False,,False
toot.facelord.com,suspend,False,False,,False
toot.fan,suspend,False,False,,False
toot.fedilab.app,suspend,False,False,,False
toot.femboy.page,suspend,False,False,,False
toot.feralsec.tv,suspend,False,False,,False
toot.finfur.net,suspend,False,False,,False
toot.foundation,suspend,False,False,,False
toot.fromseabed.com,suspend,False,False,,False
toot.fs.al,suspend,False,False,,False
toot.funami.tech,suspend,False,False,,False
toot.funnylookinhat.com,suspend,False,False,,False
toot.gagniard.org,suspend,False,False,,False
toot.gaiac.io,suspend,False,False,,False
toot.gathernorust.net,suspend,False,False,,False
toot.gemeinschaffen.com,suspend,False,False,,False
toot.glomzubuk.fr,suspend,False,False,,False
toot.gnous.eu,suspend,False,False,,False
toot.hackrc.dev,suspend,False,False,,False
toot.haulo.fi,suspend,False,False,,False
toot.hoi-polloi.org,suspend,False,False,,False
toot.hoppet.cool,suspend,False,False,,False
toot.host,suspend,False,False,,False
toot.hostdon.ne.jp,suspend,False,False,,False
toot.houbahouba.de,suspend,False,False,,False
toot.huynguyen.org,suspend,False,False,,False
toot.iamninja.ru,suspend,False,False,,False
toot.igniterealtime.org,suspend,False,False,,False
toot.ikata.co,suspend,False,False,,False
toot.imowl.net,suspend,False,False,,False
toot.io,suspend,False,False,,False
toot.iopush.net,suspend,False,False,,False
toot.ipghod.tech,suspend,False,False,,False
toot.ipmorris.com,suspend,False,False,,False
toot.jasonscheirer.com,suspend,False,False,,False
toot.jeena.net,suspend,False,False,,False
toot.jhnc.me.uk,suspend,False,False,,False
toot.jimmygulp.co.uk,suspend,False,False,,False
toot.jkiviluoto.fi,suspend,False,False,,False
toot.kabuff.club,suspend,False,False,,False
toot.kakurady.ca,suspend,False,False,,False
toot.kasa-tomo.com,suspend,False,False,,False
toot.kennery.com,suspend,False,False,,False
toot.ketanvijayvargiya.com,suspend,False,False,,False
toot.kevinschachtschneider.net,suspend,False,False,,False
toot.kif.rocks,suspend,False,False,,False
toot.kingj.net,suspend,False,False,,False
toot.kliberal.com,suspend,False,False,,False
toot.kotocoop.org,suspend,False,False,,False
toot.kottman.xyz,suspend,False,False,,False
toot.kra.hn,suspend,False,False,,False
toot.krinetzki.de,suspend,False,False,,False
toot.krivokuca.dev,suspend,False,False,,False
toot.kuba-orlik.name,suspend,False,False,,False
toot.lab.how,suspend,False,False,,False
toot.lat,suspend,False,False,,False
toot.legacycode.rocks,suspend,False,False,,False
toot.leif.pl,suspend,False,False,,False
toot.lgbt,suspend,False,False,,False
toot.li,suspend,False,False,,False
toot.liw.fi,suspend,False,False,,False
toot.lmorchard.com,suspend,False,False,,False
toot.lobrai.co,suspend,False,False,,False
toot.lqdev.tech,suspend,False,False,,False
toot.lt,suspend,False,False,,False
toot.lucidragons.de,suspend,False,False,,False
toot.lugbz.social,suspend,False,False,,False
toot.lv,suspend,False,False,,False
toot.majorshouse.com,suspend,False,False,,False
toot.manji.dev,suspend,False,False,,False
toot.mantyke.icu,suspend,False,False,,False
toot.martyn.berlin,suspend,False,False,,False
toot.matereal.eu,suspend,False,False,,False
toot.mattedwards.org,suspend,False,False,,False
toot.me.uk,suspend,False,False,,False
toot.metasyntactical.com,suspend,False,False,,False
toot.monny.cloud,suspend,False,False,,False
toot.monster,suspend,False,False,,False
toot.morikka.me,suspend,False,False,,False
toot.mundane-semantics.net,suspend,False,False,,False
toot.nclf.net,suspend,False,False,,False
toot.niflheim.monster,suspend,False,False,,False
toot.nimantu.de,suspend,False,False,,False
toot.norbipeti.eu,suspend,False,False,,False
toot.nsgn.eu,suspend,False,False,,False
toot.nsobj.com,suspend,False,False,,False
toot.nul.ie,suspend,False,False,,False
toot.nx-pod.de,suspend,False,False,,False
toot.oar-online.uk,suspend,False,False,,False
toot.ohhh.no,suspend,False,False,,False
toot.onitato.com,suspend,False,False,,False
toot.onlyfans.tokyo,suspend,False,False,,False
toot.orchid-cottage.uk,suspend,False,False,,False
toot.org.il,suspend,False,False,,False
toot.paris,suspend,False,False,,False
toot.party,suspend,False,False,,False
toot.phasorburn.com,suspend,False,False,,False
toot.phseiff.com,suspend,False,False,,False
toot.pikopublish.ing,suspend,False,False,,False
toot.pingu4.me,suspend,False,False,,False
toot.pizza,suspend,False,False,,False
toot.poedelwitz.de,suspend,False,False,,False
toot.portes-imaginaire.org,suspend,False,False,,False
toot.prettyhefty.com,suspend,False,False,,False
toot.protect.earth,suspend,False,False,,False
toot.pyxel.cloud,suspend,False,False,,False
toot.queer-lexikon.net,suspend,False,False,,False
toot.quest,suspend,False,False,,False
toot.rainbow-100.com,suspend,False,False,,False
toot.ramuuns.com,suspend,False,False,,False
toot.rayonnant.org,suspend,False,False,,False
toot.re,suspend,False,False,,False
toot.renn.es,suspend,False,False,,False
toot.reseed.it,suspend,False,False,,False
toot.revelin.fr,suspend,False,False,,False
toot.rhetro.de,suspend,False,False,,False
toot.rhizome.red,suspend,False,False,,False
toot.ring0.space,suspend,False,False,,False
toot.robzazueta.com,suspend,False,False,,False
toot.root.se,suspend,False,False,,False
toot.rwell.org,suspend,False,False,,False
toot.salted.fish,suspend,False,False,,False
toot.scenetin.net,suspend,False,False,,False
toot.seiyuu.fans,suspend,False,False,,False
toot.selfy.social,suspend,False,False,,False
toot.senkitahara.com,suspend,False,False,,False
toot.sg,suspend,False,False,,False
toot.sh,suspend,False,False,,False
toot.shoes,suspend,False,False,,False
toot.shortbus.fail,suspend,False,False,,False
toot.si,suspend,False,False,,False
toot.sissom.net,suspend,False,False,,False
toot.site,suspend,False,False,,False
toot.snipesearch.co.uk,suspend,False,False,,False
toot.somnium.fi,suspend,False,False,,False
toot.sosh.co.uk,suspend,False,False,,False
toot.spaill.net,suspend,False,False,,False
toot.spooky.computer,suspend,False,False,,False
toot.ss23.geek.nz,suspend,False,False,,False
toot.st,suspend,False,False,,False
toot.subak.club,suspend,False,False,,False
toot.supremesyntax.com,suspend,False,False,,False
toot.team.jetzt,suspend,False,False,,False
toot.techbeat.in,suspend,False,False,,False
toot.teckids.org,suspend,False,False,,False
toot.the-cloud.io,suspend,False,False,,False
toot.theantshill.co.uk,suspend,False,False,,False
toot.thedoodleproject.net,suspend,False,False,,False
toot.thoughtworks.com,suspend,False,False,,False
toot.tom-eric.info,suspend,False,False,,False
toot.tomais.nz,suspend,False,False,,False
toot.tomn.co.uk,suspend,False,False,,False
toot.treffenstaedt.de,suspend,False,False,,False
toot.turbo.chat,suspend,False,False,,False
toot.tux.si,suspend,False,False,,False
toot.unisono.noho.st,suspend,False,False,,False
toot.uoga.net,suspend,False,False,,False
toot.upthis.io,suspend,False,False,,False
toot.village.one,suspend,False,False,,False
toot.wales,suspend,False,False,,False
toot.whatever.cz,suspend,False,False,,False
toot.whmcr.com,suspend,False,False,,False
toot.works,suspend,False,False,,False
toot.x2a.io,suspend,False,False,,False
toot.xdncs.com,suspend,False,False,,False
toot.y-y.li,suspend,False,False,,False
toot.yosh.is,suspend,False,False,,False
toot.you.havebroken.it,suspend,False,False,,False
toot.yukimochi.jp,suspend,False,False,,False
toot.zehaeva.com,suspend,False,False,,False
toot.zerojay.com,suspend,False,False,,False
toot.zof.sh,suspend,False,False,,False
toot24.de,suspend,False,False,,False
tootaloo.me,suspend,False,False,,False
tootbot.org,suspend,False,False,,False
tooteam.potchan.org,suspend,False,False,,False
tooted.space,suspend,False,False,,False
tooter.hellcat.net,suspend,False,False,,False
tooter.kr,suspend,False,False,,False
tooter.sftn.eu,suspend,False,False,,False
tooter.social,suspend,False,False,,False
tooter.srijan.site,suspend,False,False,,False
tooter.thespawn.net,suspend,False,False,,False
tooter.wishy.co.uk,suspend,False,False,,False
tooters.org,suspend,False,False,,False
tooting.cc,suspend,False,False,,False
tooting.ch,suspend,False,False,,False
tooting.ninja,suspend,False,False,,False
tootingwafu.rikozone.net,suspend,False,False,,False
tootnet.nl,suspend,False,False,,False
tootoro.monigatti.net,suspend,False,False,,False
tootr.co,suspend,False,False,,False
toots.258990001.xyz,suspend,False,False,,False
toots.a-deed.com,suspend,False,False,,False
toots.ahf9.ddnss.de,suspend,False,False,,False
toots.ananace.dev,suspend,False,False,,False
toots.benpro.fr,suspend,False,False,,False
toots.cactys.xyz,suspend,False,False,,False
toots.cc,suspend,False,False,,False
toots.ch,suspend,False,False,,False
toots.chamook.lol,suspend,False,False,,False
toots.codeenigma.com,suspend,False,False,,False
toots.cordelya.net,suspend,False,False,,False
toots.coronet.io,suspend,False,False,,False
toots.deds.nl,suspend,False,False,,False
toots.dgplug.org,suspend,False,False,,False
toots.hallanalysis.com,suspend,False,False,,False
toots.hd0.eu,suspend,False,False,,False
toots.hubns.net,suspend,False,False,,False
toots.im,suspend,False,False,,False
toots.inbutts.lol,suspend,False,False,,False
toots.janl.eu,suspend,False,False,,False
toots.kestrelsnest.social,suspend,False,False,,False
toots.matapacos.dog,suspend,False,False,,False
toots.morepablo.com,suspend,False,False,,False
toots.n7.gg,suspend,False,False,,False
toots.niark.nexus,suspend,False,False,,False
toots.nu,suspend,False,False,,False
toots.ravenoak.dev,suspend,False,False,,False
toots.ro,suspend,False,False,,False
toots.sahilister.in,suspend,False,False,,False
toots.schwanksta.com,suspend,False,False,,False
toots.social,suspend,False,False,,False
toots.tangoit.net,suspend,False,False,,False
toots.toby.ink,suspend,False,False,,False
toots.tylerdavis.xyz,suspend,False,False,,False
toots.valken.org,suspend,False,False,,False
tootsfrom.ahabitual.dev,suspend,False,False,,False
tootsmygoots.com,suspend,False,False,,False
tootspace.nl,suspend,False,False,,False
tootsweet.social,suspend,False,False,,False
toottoot.eu,suspend,False,False,,False
tootworld.social,suspend,False,False,,False
tootz.org,suspend,False,False,,False
tootzi.ch,suspend,False,False,,False
top-netz.de,suspend,False,False,,False
topenddevs.social,suspend,False,False,,False
topher.social,suspend,False,False,,False
topheroffer.de,suspend,False,False,,False
tophothitsusa.com,suspend,False,False,,False
topofthe.city,suspend,False,False,,False
topspicy.social,suspend,False,False,,False
tor.lat,suspend,False,False,,False
torguard.social,suspend,False,False,,False
torisan.party,suspend,False,False,,False
torlaz.online,suspend,False,False,,False
torment.nexus,suspend,False,False,,False
tormentnexus.social,suspend,False,False,,False
toroksandor.com,suspend,False,False,,False
torontodiy.xyz,suspend,False,False,,False
torsi.ca,suspend,False,False,,False
torsten.cz,suspend,False,False,,False
tory-government.ispants.com,suspend,False,False,,False
tosk.in,suspend,False,False,,False
tot.yt,suspend,False,False,,False
totally.talesofmy.life,suspend,False,False,,False
totallynormalis.land,suspend,False,False,,False
totoot.social,suspend,False,False,,False
touchdreams.net,suspend,False,False,,False
touchpointpress.com,suspend,False,False,,False
toughcreator.com,suspend,False,False,,False
toulouse.social,suspend,False,False,,False
tourguidewisatakra.wordpress.com,suspend,False,False,,False
tourismeetdecouvertefrance.fr,suspend,False,False,,False
tourtoise.quest,suspend,False,False,,False
touscontremacron.fr,suspend,False,False,,False
towerhamletscrimewatch.org,suspend,False,False,,False
town.friendmaterial.lgbt,suspend,False,False,,False
towns.gay,suspend,False,False,,False
townsends.online,suspend,False,False,,False
toyvey.xyz,suspend,False,False,,False
tpdgg.akerbaek.no,suspend,False,False,,False
trackball.love,suspend,False,False,,False
tracyverse.social,suspend,False,False,,False
tradewindstyc.wordpress.com,suspend,False,False,,False
tragically.social,suspend,False,False,,False
trail-kompass.de,suspend,False,False,,False
trailblazer.social,suspend,False,False,,False
trailers.ddigest.com,suspend,False,False,,False
trailrunning.social,suspend,False,False,,False
trainasone.com,suspend,False,False,,False
trainingnotes.ianbgibson.com,suspend,False,False,,False
tralepaginedeltempo.com,suspend,False,False,,False
trancefish.de,suspend,False,False,,False
trandspinnews.wordpress.com,suspend,False,False,,False
traningslara.se,suspend,False,False,,False
trannguyenqbvn.vivaldi.net,suspend,False,False,,False
trans.house,suspend,False,False,,False
transden.lgbt,suspend,False,False,,False
transfem.org,suspend,False,False,,False
transfem.social,suspend,False,False,,False
transfigurationblog.wordpress.com,suspend,False,False,,False
transforthe.win,suspend,False,False,,False
transfur.social,suspend,False,False,,False
transgirl.cafe,suspend,False,False,,False
transidentitats.wordpress.com,suspend,False,False,,False
transit.alerts.social,suspend,False,False,,False
transitory.social,suspend,False,False,,False
transmom.love,suspend,False,False,,False
transponderings.blog,suspend,False,False,,False
transportation.social,suspend,False,False,,False
transportgood.org,suspend,False,False,,False
transwo.men,suspend,False,False,,False
tranvender.site,suspend,False,False,,False
trapped.genoq.org,suspend,False,False,,False
trapped.online,suspend,False,False,,False
traselabs.wordpress.com,suspend,False,False,,False
trash.boutique,suspend,False,False,,False
trashbrain.org,suspend,False,False,,False
trau.kainehm.de,suspend,False,False,,False
traumatised.monster,suspend,False,False,,False
travel-blogs.publicationaggregator.com,suspend,False,False,,False
travel-dealz.com,suspend,False,False,,False
travel-dealz.de,suspend,False,False,,False
travel-first-time.com,suspend,False,False,,False
travel-friends.chat,suspend,False,False,,False
travel-see-xperience.com,suspend,False,False,,False
travel.geek.nz,suspend,False,False,,False
travel.kawaiipunk.xyz,suspend,False,False,,False
travel.kozintcev.ru,suspend,False,False,,False
travelcheat.wordpress.com,suspend,False,False,,False
travelenthusiastically.com,suspend,False,False,,False
travelingwithsherrylee.wordpress.com,suspend,False,False,,False
travelingwithtools.com,suspend,False,False,,False
travelling-lurtles.world,suspend,False,False,,False
travelpandas.fr,suspend,False,False,,False
travelsinourmotorhome.wordpress.com,suspend,False,False,,False
travelsinspain0.wordpress.com,suspend,False,False,,False
travisholland.com.au,suspend,False,False,,False
treacherous.tech,suspend,False,False,,False
trebo.chat,suspend,False,False,,False
treehouse.technopagans.de,suspend,False,False,,False
trees.social,suspend,False,False,,False
trekkieca.stvc.de,suspend,False,False,,False
trekkies.social,suspend,False,False,,False
trelegal.com,suspend,False,False,,False
trevormeier.com,suspend,False,False,,False
trg.social,suspend,False,False,,False
trialbyerror.org,suspend,False,False,,False
trialswriter.com,suspend,False,False,,False
triangletoot.party,suspend,False,False,,False
tribe.net,suspend,False,False,,False
tribunabihoreana18.wordpress.com,suspend,False,False,,False
tribunificada.com,suspend,False,False,,False
trickmax.wordpress.com,suspend,False,False,,False
tricorder.social,suspend,False,False,,False
triggeron.net,suspend,False,False,,False
trilobite.space,suspend,False,False,,False
trinidad.social,suspend,False,False,,False
trinsec.org,suspend,False,False,,False
tripleeyegames.social,suspend,False,False,,False
triptico.com,suspend,False,False,,False
triskelion.ca,suspend,False,False,,False
tritiumgg.tv,suspend,False,False,,False
trivia.to,suspend,False,False,,False
trivia.town,suspend,False,False,,False
trn.social,suspend,False,False,,False
troet.burg-halle.de,suspend,False,False,,False
troet.cafe,suspend,False,False,,False
troet.church,suspend,False,False,,False
troet.fediverse.at,suspend,False,False,,False
troet.karlvalentin.de,suspend,False,False,,False
troet.social,suspend,False,False,,False
troet.tay-tec.de,suspend,False,False,,False
troet.wandel.social,suspend,False,False,,False
troet.yavin3.de,suspend,False,False,,False
troetbande.social,suspend,False,False,,False
troetbu.de,suspend,False,False,,False
troetet.de,suspend,False,False,,False
troetmund.de,suspend,False,False,,False
troettroet.de,suspend,False,False,,False
troidy.social,suspend,False,False,,False
troll.tv,suspend,False,False,,False
trolley.seattlebus.space,suspend,False,False,,False
trollian.space,suspend,False,False,,False
trombas.vost.pt,suspend,False,False,,False
troot.social,suspend,False,False,,False
trotzallem.noblogs.org,suspend,False,False,,False
troublemaker.social,suspend,False,False,,False
trouth.eu,suspend,False,False,,False
trpg-o.xyz,suspend,False,False,,False
trpg.cloud,suspend,False,False,,False
trpg.social,suspend,False,False,,False
trpger.us,suspend,False,False,,False
tru.neets.work,suspend,False,False,,False
true.kawi.fr,suspend,False,False,,False
truestars.media,suspend,False,False,,False
truflun.net,suspend,False,False,,False
trumbeta.me,suspend,False,False,,False
trunk.jmtr.org,suspend,False,False,,False
trunk.lol,suspend,False,False,,False
trunk.mad-scientist.club,suspend,False,False,,False
truth-sandwich.com,suspend,False,False,,False
truthaholics.wordpress.com,suspend,False,False,,False
truthsocial.co.in,suspend,False,False,,False
trutz.online,suspend,False,False,,False
truzonerps7.wordpress.com,suspend,False,False,,False
tryingpoetry.com,suspend,False,False,,False
tryme.social,suspend,False,False,,False
trystero.social,suspend,False,False,,False
tröt.eu,suspend,False,False,,False
tröt.wala2x.de,suspend,False,False,,False
tsarolion.com,suspend,False,False,,False
tschechischzudeutsch.wordpress.com,suspend,False,False,,False
tschopp.net,suspend,False,False,,False
tsck.org,suspend,False,False,,False
tsellhorn.social,suspend,False,False,,False
tsrats.net,suspend,False,False,,False
tsubuyaki.choro3.net,suspend,False,False,,False
tsukeru.moe,suspend,False,False,,False
tsukihayashi.wordpress.com,suspend,False,False,,False
tsukihi.me,suspend,False,False,,False
tsumikey.party,suspend,False,False,,False
tsunami-art.com,suspend,False,False,,False
tsxs1.com,suspend,False,False,,False
tt.vvxq.ca,suspend,False,False,,False
ttocs.io,suspend,False,False,,False
ttrpg-hangout.social,suspend,False,False,,False
ttrpg.network,suspend,False,False,,False
tty.icu,suspend,False,False,,False
tty0.social,suspend,False,False,,False
tu.social,suspend,False,False,,False
tube-action-educative.apps.education.fr,suspend,False,False,,False
tube-arts-lettres-sciences-humaines.apps.education.fr,suspend,False,False,,False
tube-cycle-2.apps.education.fr,suspend,False,False,,False
tube-cycle-3.apps.education.fr,suspend,False,False,,False
tube-education-physique-et-sportive.apps.education.fr,suspend,False,False,,False
tube-enseignement-professionnel.apps.education.fr,suspend,False,False,,False
tube-institutionnel.apps.education.fr,suspend,False,False,,False
tube-langues-vivantes.apps.education.fr,suspend,False,False,,False
tube-maternelle.apps.education.fr,suspend,False,False,,False
tube-numerique-educatif.apps.education.fr,suspend,False,False,,False
tube-sciences-technologies.apps.education.fr,suspend,False,False,,False
tube-test.apps.education.fr,suspend,False,False,,False
tube.4e6a.ru,suspend,False,False,,False
tube.abolivier.bzh,suspend,False,False,,False
tube.alado.space,suspend,False,False,,False
tube.amic37.fr,suspend,False,False,,False
tube.anjara.eu,suspend,False,False,,False
tube.anufrij.de,suspend,False,False,,False
tube.aquilenet.fr,suspend,False,False,,False
tube.arthack.nz,suspend,False,False,,False
tube.asulia.fr,suspend,False,False,,False
tube.avensio.de,suspend,False,False,,False
tube.awkward.company,suspend,False,False,,False
tube.azkware.net,suspend,False,False,,False
tube.baraans-corner.de,suspend,False,False,,False
tube.bawü.social,suspend,False,False,,False
tube.beit.hinrichs.cc,suspend,False,False,,False
tube.belowtoxic.media,suspend,False,False,,False
tube.bingle.plus,suspend,False,False,,False
tube.bit-friends.de,suspend,False,False,,False
tube.bitwaves.de,suspend,False,False,,False
tube.bremen-social-sciences.de,suspend,False,False,,False
tube.bstly.de,suspend,False,False,,False
tube.buchstoa-tv.at,suspend,False,False,,False
tube.calculate.social,suspend,False,False,,False
tube.childrenshealthdefense.eu,suspend,False,False,,False
tube.cms.garden,suspend,False,False,,False
tube.cnr.it,suspend,False,False,,False
tube.communia.org,suspend,False,False,,False
tube.conferences-gesticulees.net,suspend,False,False,,False
tube.crapaud-fou.org,suspend,False,False,,False
tube.croustifed.net,suspend,False,False,,False
tube.cyano.at,suspend,False,False,,False
tube.cyberia.club,suspend,False,False,,False
tube.danq.me,suspend,False,False,,False
tube.dembased.xyz,suspend,False,False,,False
tube.derlemue.com,suspend,False,False,,False
tube.dev.displ.eu,suspend,False,False,,False
tube.dianaband.info,suspend,False,False,,False
tube.die-rote-front.de,suspend,False,False,,False
tube.digitalesozialearbeit.de,suspend,False,False,,False
tube.distrilab.fr,suspend,False,False,,False
tube.dnet.one,suspend,False,False,,False
tube.doctors4covidethics.org,suspend,False,False,,False
tube.doortofreedom.org,suspend,False,False,,False
tube.dsocialize.net,suspend,False,False,,False
tube.e-jeremy.com,suspend,False,False,,False
tube.ebin.club,suspend,False,False,,False
tube.edufor.me,suspend,False,False,,False
tube.elemac.fr,suspend,False,False,,False
tube.empathic-leon.de,suspend,False,False,,False
tube.emy.plus,suspend,False,False,,False
tube.emy.world,suspend,False,False,,False
tube.erzbistum-hamburg.de,suspend,False,False,,False
tube.exozy.me,suspend,False,False,,False
tube.extinctionrebellion.fr,suspend,False,False,,False
tube.fdn.fr,suspend,False,False,,False
tube.fede.re,suspend,False,False,,False
tube.fedi.quebec,suspend,False,False,,False
tube.fedisphere.net,suspend,False,False,,False
tube.fediverse.at,suspend,False,False,,False
tube.felinn.org,suspend,False,False,,False
tube.flokinet.is,suspend,False,False,,False
tube.foad.me.uk,suspend,False,False,,False
tube.freepeople.fr,suspend,False,False,,False
tube.friloux.me,suspend,False,False,,False
tube.froth.zone,suspend,False,False,,False
tube.fulda.social,suspend,False,False,,False
tube.furax37.org,suspend,False,False,,False
tube.futuretic.fr,suspend,False,False,,False
tube.g1zm0.de,suspend,False,False,,False
tube.g4rf.net,suspend,False,False,,False
tube.gaiac.io,suspend,False,False,,False
tube.garrlab.it,suspend,False,False,,False
tube.genb.de,suspend,False,False,,False
tube.ghk-academy.info,suspend,False,False,,False
tube.gi-it.de,suspend,False,False,,False
tube.govital.net,suspend,False,False,,False
tube.grap.coop,suspend,False,False,,False
tube.graz.social,suspend,False,False,,False
tube.grin.hu,suspend,False,False,,False
tube.hamakor.org.il,suspend,False,False,,False
tube.hoga.fr,suspend,False,False,,False
tube.hokai.lol,suspend,False,False,,False
tube.homecomputing.fr,suspend,False,False,,False
tube.int5.net,suspend,False,False,,False
tube.interhacker.space,suspend,False,False,,False
tube.invisible.ch,suspend,False,False,,False
tube.io18.top,suspend,False,False,,False
tube.itsg.host,suspend,False,False,,False
tube.jeena.net,suspend,False,False,,False
tube.kai-stuht.com,suspend,False,False,,False
tube.kansanvalta.org,suspend,False,False,,False
tube.kekmahub.com,suspend,False,False,,False
tube.kenfm.de,suspend,False,False,,False
tube.kh-berlin.de,suspend,False,False,,False
tube.kher.nl,suspend,False,False,,False
tube.kicou.info,suspend,False,False,,False
tube.kiwa.space,suspend,False,False,,False
tube.kockatoo.org,suspend,False,False,,False
tube.kosh-web.cfd,suspend,False,False,,False
tube.kotur.org,suspend,False,False,,False
tube.koweb.fr,suspend,False,False,,False
tube.ksl-bmx.de,suspend,False,False,,False
tube.la-dina.net,suspend,False,False,,False
tube.lab.nrw,suspend,False,False,,False
tube.lacaveatonton.ovh,suspend,False,False,,False
tube.laurent-malys.fr,suspend,False,False,,False
tube.laurentclaude.fr,suspend,False,False,,False
tube.lelaidier.net,suspend,False,False,,False
tube.linkse.media,suspend,False,False,,False
tube.lokad.com,suspend,False,False,,False
tube.lubakiagenda.net,suspend,False,False,,False
tube.lucie-philou.com,suspend,False,False,,False
tube.maiti.info,suspend,False,False,,False
tube.masca.li,suspend,False,False,,False
tube.me.jon-e.net,suspend,False,False,,False
tube.mediainformationcenter.de,suspend,False,False,,False
tube.metadocs.cc,suspend,False,False,,False
tube.midov.pl,suspend,False,False,,False
tube.morozoff.pro,suspend,False,False,,False
tube.nestor.coop,suspend,False,False,,False
tube.network.europa.eu,suspend,False,False,,False
tube.nicfab.eu,suspend,False,False,,False
tube.nieuwwestbrabant.nl,suspend,False,False,,False
tube.nogafa.org,suspend,False,False,,False
tube.novg.net,suspend,False,False,,False
tube.nox-rhea.org,suspend,False,False,,False
tube.nuagelibre.fr,suspend,False,False,,False
tube.numerique.gouv.fr,suspend,False,False,,False
tube.nuxnik.com,suspend,False,False,,False
tube.nx-pod.de,suspend,False,False,,False
tube.nx12.net,suspend,False,False,,False
tube.octaplex.net,suspend,False,False,,False
tube.ofloo.io,suspend,False,False,,False
tube.oisux.org,suspend,False,False,,False
tube.onlinekirche.net,suspend,False,False,,False
tube.opportunis.me,suspend,False,False,,False
tube.oraclefilms.com,suspend,False,False,,False
tube.org.il,suspend,False,False,,False
tube.otter.sh,suspend,False,False,,False
tube.p2p.legal,suspend,False,False,,False
tube.pacapime.ovh,suspend,False,False,,False
tube.parinux.org,suspend,False,False,,False
tube.pastwind.top,suspend,False,False,,False
tube.pawelko.net,suspend,False,False,,False
tube.picasoft.net,suspend,False,False,,False
tube.pilgerweg-21.de,suspend,False,False,,False
tube.plaf.fr,suspend,False,False,,False
tube.pmj.rocks,suspend,False,False,,False
tube.pol.social,suspend,False,False,,False
tube.polytech-reseau.org,suspend,False,False,,False
tube.ponsonaille.fr,suspend,False,False,,False
tube.portes-imaginaire.org,suspend,False,False,,False
tube.postblue.info,suspend,False,False,,False
tube.public.apolut.net,suspend,False,False,,False
tube.pustule.org,suspend,False,False,,False
tube.pyngu.com,suspend,False,False,,False
tube.querdenken-711.de,suspend,False,False,,False
tube.rebellion.global,suspend,False,False,,False
tube.reck.dk,suspend,False,False,,False
tube.reseau-canope.fr,suspend,False,False,,False
tube.revertron.com,suspend,False,False,,False
tube.revue-farouest.fr,suspend,False,False,,False
tube.rfc1149.net,suspend,False,False,,False
tube.rhythms-of-resistance.org,suspend,False,False,,False
tube.risedsky.ovh,suspend,False,False,,False
tube.rooty.fr,suspend,False,False,,False
tube.rsi.cnr.it,suspend,False,False,,False
tube.ruslo.pro,suspend,False,False,,False
tube.ryne.moe,suspend,False,False,,False
tube.sbcloud.cc,suspend,False,False,,False
tube.schleuss.online,suspend,False,False,,False
tube.schule.social,suspend,False,False,,False
tube.sebastix.com,suspend,False,False,,False
tube.sekretaerbaer.net,suspend,False,False,,False
tube.shanti.cafe,suspend,False,False,,False
tube.shela.nu,suspend,False,False,,False
tube.skrep.in,suspend,False,False,,False
tube.sleeping.town,suspend,False,False,,False
